baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Haplotype_2
novel_gene_rk.h1.chr01_177622	313.696289079682	9.5623772105781	0.515791022598509	18.539247081897	9.96063733919816e-77	1.96662823625128e-74	novel_gene_rk.h2.chr01_191816
FUN.rk.hap1.011289	446.07949581567	-1.99096432705833	0.108193394946547	-18.4019027043376	1.26832026617198e-75	2.47122190808878e-73	FUN.rk.hap2.011898
FUN.rk.hap1.012554	78.6866873900502	-3.78672558153233	0.205932838940808	-18.3881580082561	1.63439114291389e-75	3.14312520055439e-73	FUN.rk.hap2.013193
FUN.rk.hap1.025672	3287.63501940169	3.25940960322175	0.178356507803723	18.2746883943738	1.31639689169853e-74	2.49912886823999e-72	FUN.rk.hap2.027096
FUN.rk.hap1.016331	295.051396002907	2.35322287552843	0.129778960455392	18.1325452698266	1.76401837470771e-73	3.30652963198376e-71	FUN.rk.hap2.017106
FUN.rk.hap1.007301	241.63776238257	-2.46079882238221	0.135791698596018	-18.1218649433286	2.14209537690986e-73	3.96501854266015e-71	FUN.rk.hap2.007680
FUN.rk.hap1.039576	238.911330502315	-2.65754867865496	0.147759467384084	-17.9856406205564	2.52454176082106e-72	4.61523634496769e-70	FUN.rk.hap2.041458
FUN.rk.hap1.025461	313.851132368222	1.94016059097063	0.108048068016589	17.9564579597366	4.27214724480521e-72	7.71487273183849e-70	FUN.rk.hap2.026884
novel_gene_rk.h1.chr11_282748	1109.32021041011	-10.3528322732759	0.579538498008764	-17.8639250176601	2.25229337065696e-71	4.01830846176967e-69	novel_gene_rk.h2.chr11_304800
novel_gene_rk.h1.chr15_21566	50.7508585694173	3.247706887464	0.182025623253716	17.8420314097053	3.33353675800278e-71	5.87654908482204e-69	novel_gene_rk.h2.chr15_21320
FUN.rk.hap1.003056	82.8216391392575	-2.62154871498626	0.147497334411473	-17.7735328265183	1.13323826301575e-70	1.97423437632203e-68	FUN.rk.hap2.003287
FUN.rk.hap1.023497	334.724238729797	-2.83525885334425	0.159973434476837	-17.7233105147516	2.77113785171165e-70	4.77151271024955e-68	FUN.rk.hap2.024747
FUN.rk.hap1.034713	277.632688824806	-2.87823601199272	0.162986608890832	-17.6593404303574	8.62415300459602e-70	1.46789031829952e-67	FUN.rk.hap2.036606
FUN.rk.hap1.002117	53.9052004611009	-4.29702403512307	0.24499276660311	-17.5393914469494	7.16909879287653e-69	1.20636380596495e-66	FUN.rk.hap2.002299
FUN.rk.hap1.000711	427.453203858026	-2.05530449626355	0.117619604397702	-17.4741660354003	2.2541737839849e-68	3.75053993182567e-66	FUN.rk.hap2.000719
FUN.rk.hap1.030930	114.749180897133	-7.42117937322574	0.426489876027834	-17.4005991474963	8.16444787023938e-68	1.34332382291672e-65	FUN.rk.hap2.032876
FUN.rk.hap1.007090	239.948451032783	1.68562463009055	0.0969654918440408	17.3837578506971	1.09534882762406e-67	1.78240938895133e-65	FUN.rk.hap2.007477
FUN.rk.hap1.038296	628.009524071784	-12.103281979162	0.69997617518377	-17.2909913340757	5.49982558764637e-67	8.8523279675943e-65	FUN.rk.hap2.040275
FUN.rk.hap1.011061	77.7910892897961	1.99921149913076	0.115877092296216	17.2528621448335	1.06490849487e-66	1.69560913892849e-64	FUN.rk.hap2.011659
FUN.rk.hap1.034911	328.945058015366	-3.49863670371739	0.20333070007917	-17.2066328515819	2.36806521406809e-66	3.7304584776511e-64	FUN.rk.hap2.036811
FUN.rk.hap1.022154	113.150168820248	-2.61544099043684	0.152033920878428	-17.2030095344857	2.52091259941305e-66	3.92943934443246e-64	FUN.rk.hap2.023407
FUN.rk.hap1.005338	122.158252727377	-2.62112972741396	0.152461570305717	-17.1920682842112	3.04474007068445e-66	4.69651155903077e-64	FUN.rk.hap2.005569
FUN.rk.hap1.039573	299.775427141135	-3.19343330288378	0.185794688852153	-17.1879687337293	3.26782223674174e-66	4.98865068883213e-64	FUN.rk.hap2.041455
FUN.rk.hap1.000116	241.855875845053	3.10095032489108	0.181341336426579	17.10007429082	1.48215252313798e-65	2.23956271047216e-63	FUN.rk.hap2.023848
FUN.rk.hap1.029279	66.8067978484476	4.07066104632135	0.238357543592561	17.077961892742	2.16551855414542e-65	3.23909078280661e-63	FUN.rk.hap2.031145
FUN.rk.hap1.015648	525.950535537699	-2.90406279976892	0.170974876033414	-16.9853189377448	1.0547870040355e-64	1.56192859557577e-62	FUN.rk.hap2.016431
FUN.rk.hap1.028843	176.271418749405	-2.65528164094102	0.157148518012473	-16.8966381262996	4.76299857178259e-64	6.98321612385709e-62	FUN.rk.hap2.030628
FUN.rk.hap1.018719	75.8726737135298	-2.54922103760793	0.151807067575225	-16.7925056344608	2.7690345641162e-63	4.01998664955223e-61	FUN.rk.hap2.019718
FUN.rk.hap1.028965	115.610078828625	3.40334787566801	0.202850288353019	16.7776339057758	3.55729903480352e-63	5.11422175799714e-61	FUN.rk.hap2.030766
FUN.rk.hap1.024784	160.963880583746	5.14635443296971	0.310470951879656	16.5759611384337	1.03986926170991e-61	1.48061384878849e-59	FUN.rk.hap2.026170
FUN.rk.hap1.023554	154.668686676879	-1.99279984805995	0.120394318703072	-16.5522748043849	1.54165723887834e-61	2.17417718031529e-59	FUN.rk.hap2.024807
FUN.rk.hap1.034125	176.313770321799	-3.85484490054034	0.234423945920201	-16.4439041643491	9.27467698928555e-61	1.29565487601265e-58	FUN.rk.hap2.036005
FUN.rk.hap1.033227	229.777404537445	-4.46911178129124	0.272018954078481	-16.429413150386	1.17793364816239e-60	1.63017209925128e-58	FUN.rk.hap2.035343
FUN.rk.hap1.032712	172.449088173626	-3.25186377710881	0.198787335439597	-16.3585057866874	3.78296396552514e-60	5.18686392606446e-58	FUN.rk.hap2.034888
FUN.rk.hap1.034330	55.1905073171005	5.98037103906272	0.367553653123545	16.2707430282363	1.59213978848015e-59	2.16297302640495e-57	FUN.rk.hap2.036201
FUN.rk.hap1.003062	88.6910096916883	-2.31797402083933	0.142729133583753	-16.2403705721309	2.6134067284577e-59	3.51812062136378e-57	FUN.rk.hap2.003292
FUN.rk.hap1.018804	116.424910085106	6.81877443373342	0.421437622608118	16.1797952245806	7.00269459199152e-59	9.34197310974868e-57	FUN.rk.hap2.019794
FUN.rk.hap1.031558	421.284107717712	4.29657302394983	0.26733202842211	16.0720473686215	4.00632603623515e-58	5.29693535219375e-56	FUN.rk.hap2.033517
FUN.rk.hap1.023224	307.304360369847	-3.74751737657089	0.233754335619683	-16.0318625390892	7.65534466905108e-58	1.00318888371069e-55	FUN.rk.hap2.024496
FUN.rk.hap1.004372	813.654344091298	3.22224690460917	0.201728409844083	15.9731933994803	1.96464518952706e-57	2.52977964926232e-55	FUN.rk.hap2.004594
FUN.rk.hap1.021586	63.062023015035	-3.18951525614738	0.199675386259521	-15.9735023725053	1.95493537372857e-57	2.52977964926232e-55	FUN.rk.hap2.022808
FUN.rk.hap1.019046	1738.17937673715	-6.98377468880661	0.43874632390474	-15.9175685545411	4.78617980052595e-57	6.10980607639554e-55	FUN.rk.hap2.020023
FUN.rk.hap1.007393	218.446938383413	-3.50915743673448	0.220465843197737	-15.9170118410909	4.82894796318551e-57	6.11171465289325e-55	FUN.rk.hap2.007772
FUN.rk.hap1.012295	284.122606382547	3.13571405892514	0.198515195101896	15.7958389901368	3.32341912606294e-56	4.17060935752034e-54	FUN.rk.hap2.012930
FUN.rk.hap1.021561	235.699064468926	-9.80654677624717	0.621367911738734	-15.7821905363702	4.12616075596213e-56	5.134469619688e-54	FUN.rk.hap2.022786
FUN.rk.hap1.036297	723.332155766848	2.93666388838412	0.186778257749578	15.7227287788573	1.05672674539356e-55	1.30400080381565e-53	FUN.rk.hap2.038207
FUN.rk.hap1.026830	377.504703582713	-3.11835317341629	0.199018542781515	-15.6686564469505	2.47761519840225e-55	3.03210957503641e-53	FUN.rk.hap2.028443
FUN.rk.hap1.013730	231.795727335331	3.33487212308029	0.213118327678221	15.6479837253391	3.42912888256278e-55	4.16217545024505e-53	FUN.rk.hap2.014394
FUN.rk.hap1.002534	158.782575753328	4.93379472172085	0.316874615123743	15.5701797690363	1.16080522021702e-54	1.39749623585152e-52	FUN.rk.hap2.002722
FUN.rk.hap1.005466	71.8270498209823	2.1268745825169	0.136778215666115	15.5498050048317	1.59590971624054e-54	1.90582508694273e-52	FUN.rk.hap2.005701
FUN.rk.hap1.024683	102.007047954591	1.91312956842208	0.123193728410442	15.5294396322526	2.19287624456455e-54	2.59776891436094e-52	FUN.rk.hap2.026073
FUN.rk.hap1.033714	166.19506878526	-2.5543289983042	0.164872282879439	-15.4927738834794	3.88174566095809e-54	4.56197537678313e-52	FUN.rk.hap2.035592
FUN.rk.hap1.022597	706.296921882637	-5.72421731011955	0.369944290606144	-15.4731873297478	5.26350889106973e-54	6.13716847708351e-52	FUN.rk.hap2.000039
FUN.rk.hap1.000099	182.255532746919	-2.64893469208671	0.17193308169284	-15.4067772531354	1.47380728049402e-53	1.70501079762152e-51	FUN.rk.hap2.023857
FUN.rk.hap1.029520	294.448559356706	3.03483492237719	0.197225481611865	15.3876410774834	1.98124473718743e-53	2.27428465645515e-51	FUN.rk.hap2.031373
FUN.rk.hap1.002867	187.805933505846	-2.32324216289708	0.151361878252777	-15.3489253021638	3.60102529068039e-53	4.1018448080304e-51	FUN.rk.hap2.003105
FUN.rk.hap1.014852	163.8661173527	1.18067438049252	0.0774234944044405	15.249562029905	1.65741101992414e-52	1.87350705214021e-50	FUN.rk.hap2.015604
FUN.rk.hap1.013971	103.904245687389	3.72129307828939	0.245012052073557	15.1882041997354	4.23359711912379e-52	4.74932622272614e-50	FUN.rk.hap2.014655
FUN.rk.hap1.000404	70.8448684088446	2.43285797970564	0.160305315527291	15.1764024274757	5.06827658145975e-52	5.6429353096433e-50	FUN.rk.hap2.000416
FUN.rk.hap1.027596	104.864476807399	-7.98662824694743	0.526294093139506	-15.175219237793	5.1605027171014e-52	5.70274061454011e-50	FUN.rk.hap2.029268
FUN.rk.hap1.019586	152.076132539736	3.8953898642077	0.257575180682891	15.123312168044	1.13678039111455e-51	1.24692178012032e-49	FUN.rk.hap2.020608
FUN.rk.hap1.012995	38.7792940343936	-4.87441977044468	0.323441210026086	-15.0704969538407	2.53201307179599e-51	2.75691540934963e-49	FUN.rk.hap2.007299
FUN.rk.hap1.009282	118.471355578662	2.14741512388163	0.142501102274896	15.0694632504603	2.57194020751456e-51	2.77994821845808e-49	FUN.rk.hap2.009794
FUN.rk.hap1.001567	319.639316378966	-8.39088024796844	0.561549210714306	-14.9423774227997	1.74632007902001e-50	1.87387737174843e-48	FUN.rk.hap2.001661
FUN.rk.hap1.033914	123.034333365185	-2.66000132336512	0.178388722592089	-14.9112639224823	2.78431672205268e-50	2.96619870648605e-48	FUN.rk.hap2.035799
FUN.rk.hap1.000645	597.153979286495	-4.09249244932092	0.275282326870388	-14.866528105336	5.43602208853651e-50	5.74975822050347e-48	FUN.rk.hap2.000660
FUN.rk.hap1.006388	482.339613288386	-1.76658614983813	0.119271770376401	-14.8114356336213	1.23572564504588e-49	1.29777484764818e-47	FUN.rk.hap2.006687
FUN.rk.hap1.028961	40.3345399630339	-4.04131534507415	0.274306659441332	-14.7328371586199	3.96695504755967e-49	4.13680777072279e-47	FUN.rk.hap2.030762
novel_gene_rk.h1.chr13_184373	125.128323836072	3.71205951964555	0.252945527909947	14.6753316823498	9.2760858610917e-49	9.60561394622698e-47	novel_gene_rk.h2.chr13_181606
FUN.rk.hap1.037147	96.8565111211048	8.05683330471802	0.549347411699661	14.6661896154029	1.06140462307259e-48	1.09147775405964e-46	FUN.rk.hap2.039123
FUN.rk.hap1.035677	84.4504756010811	-3.76104148170069	0.256858242401909	-14.6424792388626	1.50479425674793e-48	1.53675816233954e-46	FUN.rk.hap2.037599
FUN.rk.hap1.022737	37.6460679257504	-2.90484950827448	0.198595041477382	-14.6269991771436	1.88938419922127e-48	1.91630145356634e-46	FUN.rk.hap2.024064
FUN.rk.hap1.018665	100.245417917934	-2.50306243834758	0.171802070966091	-14.5694543975643	4.39386148493184e-48	4.4261429162497e-46	FUN.rk.hap2.019624
FUN.rk.hap1.013910	552.670748466712	5.35734795992907	0.367853768920175	14.5637979343135	4.77306556819863e-48	4.7756456036409e-46	FUN.rk.hap2.014581
FUN.rk.hap1.012287	206.398620178485	-2.44852678366599	0.168190914276631	-14.5580205339677	5.19401029068232e-48	5.16193989157207e-46	FUN.rk.hap2.012922
FUN.rk.hap1.029419	1376.63343221139	2.40235613432702	0.165107786963527	14.5502291473249	5.82077437983572e-48	5.74626846777383e-46	FUN.rk.hap2.031277
FUN.rk.hap1.030689	132.843849143757	-2.81864711464592	0.194037308438622	-14.5263152603331	8.25426131328197e-48	8.09464248523705e-46	FUN.rk.hap2.032659
FUN.rk.hap1.000658	62.8892986632578	-2.5445431205223	0.175896093635517	-14.4661718627758	1.9820034142283e-47	1.93088858933505e-45	FUN.rk.hap2.000672
FUN.rk.hap1.016909	48.7549723263101	5.45783388135356	0.377516307134629	14.4572135778156	2.25753562129121e-47	2.18494035817518e-45	FUN.rk.hap2.017687
FUN.rk.hap1.038996	42.2460453451189	5.88950039969658	0.409641417982243	14.3772092888124	7.19372857677084e-47	6.91719043927419e-45	FUN.rk.hap2.040872
FUN.rk.hap1.012478	73.2359762674503	2.59328133726767	0.180380738780572	14.3767087040392	7.24593767919761e-47	6.92244162281021e-45	FUN.rk.hap2.013122
FUN.rk.hap1.036300	42.3713001570722	2.41998046209587	0.16849739862842	14.3621235805102	8.94438634240295e-47	8.49028672809634e-45	FUN.rk.hap2.038210
FUN.rk.hap1.007928	354.657415191937	2.8148333608319	0.196428604802726	14.3300583113078	1.42001324491258e-46	1.33933478539271e-44	FUN.rk.hap2.008370
FUN.rk.hap1.023223	49.5097606116159	-2.22977556978808	0.155643289399838	-14.3261915010029	1.5013093813326e-46	1.40704995688437e-44	FUN.rk.hap2.024495
FUN.rk.hap1.030870	128.411074112541	10.1254821505103	0.707255930034897	14.3165744117701	1.72414761416058e-46	1.60573445726351e-44	FUN.rk.hap2.032817
FUN.rk.hap1.014781	143.800907317567	-1.48572465329449	0.103788828397153	-14.3148802837362	1.76668106053776e-46	1.63506332152769e-44	FUN.rk.hap2.015538
FUN.rk.hap1.009535	189.996796139542	3.10000408678779	0.216870940189723	14.2942345529366	2.37705005063007e-46	2.18629547513852e-44	FUN.rk.hap2.010107
FUN.rk.hap1.024845	48.3831963961318	3.03400253740449	0.212669796066432	14.2662596829535	3.55121050948823e-46	3.24606945830258e-44	FUN.rk.hap2.026238
FUN.rk.hap1.003093	239.530967391699	-6.20904740303567	0.436518443358825	-14.2240207659032	6.50079481630104e-46	5.90575273863717e-44	FUN.rk.hap2.021384
novel_gene_rk.h1.chr14_96179	76.7109383997915	-3.67046672949719	0.258449823786998	-14.2018542543957	8.92200075053074e-46	8.05591384840605e-44	novel_gene_rk.h2.chr14_95263
FUN.rk.hap1.016923	91.6119988798766	-3.91390936516632	0.275826772827767	-14.1897370042837	1.06055721622105e-45	9.51801894412196e-44	FUN.rk.hap2.017706
FUN.rk.hap1.008207	289.72989766764	-4.99492623649233	0.353404959332723	-14.1337185701169	2.3537961073403e-45	2.09969956370453e-43	FUN.rk.hap2.008631
FUN.rk.hap1.012786	167.325503344281	-1.81501847834483	0.128469811430359	-14.1279765116547	2.55377311856401e-45	2.25735203226977e-43	FUN.rk.hap2.013470
novel_gene_rk.h1.chr14_105537	49.5747739170472	5.63429624978629	0.398809821746992	14.1277770570072	2.56101527161886e-45	2.25735203226977e-43	novel_gene_rk.h2.chr07_151265
